id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Arrival Delay in Minutes_width_bin,Departure Delay in Minutes_width_bin,Arrival Delay in Minutes_depth_bin,Departure Delay in Minutes_depth_bin,flight_distance_minmax,flight_distance_zscore
113328,Female,Loyal Customer,54,Business travel,Business,3063,3,3,2,3,4,4,4,5,5,5,5,4,5,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.6147607461476075,1.884981874768811
86703,Male,Loyal Customer,27,Business travel,Business,1747,5,5,2,5,5,5,5,5,4,2,3,5,4,5,10,10.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.34793187347931875,0.5637117460768656
119075,Male,Loyal Customer,41,Business travel,Business,1107,1,2,1,1,5,4,4,5,5,5,5,4,5,4,1,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.21816707218167072,-0.07885123444201372
10318,Female,Loyal Customer,54,Business travel,Business,1510,1,1,1,1,3,4,5,4,4,5,5,3,4,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.29987834549878345,0.3257626423534681
27299,Male,disloyal Customer,22,Business travel,Eco,679,5,5,5,3,3,0,3,3,1,4,5,2,2,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.13138686131386862,-0.5085652276640142
26492,Male,Loyal Customer,25,Business travel,Business,2523,1,1,1,1,5,5,5,5,4,1,5,5,3,5,1,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.505271695052717,1.3428193599560065
8030,Female,disloyal Customer,18,Business travel,Eco,530,0,2,0,4,3,0,5,3,5,2,5,5,5,3,5,4.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.10117599351175993,-0.6581619215660658
80428,Male,Loyal Customer,48,Business travel,Business,748,5,5,5,5,1,1,4,5,5,4,5,4,5,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.14537712895377128,-0.43928890632682255
87989,Female,Loyal Customer,40,Business travel,Business,3137,5,5,5,5,4,4,5,5,5,5,5,3,5,5,24,25.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.629764801297648,1.9592782193913065
81887,Female,Loyal Customer,46,Business travel,Business,3399,3,3,3,3,5,4,4,4,4,5,4,5,4,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.6828872668288727,2.2223274395412225
53537,Female,Loyal Customer,59,Business travel,Eco Plus,919,4,1,1,1,5,2,5,4,4,4,4,3,4,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18004866180048662,-0.2676041099694345
22555,Female,Loyal Customer,59,Business travel,Business,250,0,0,0,3,1,1,1,3,2,5,5,1,5,1,186,181.0,satisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.04440389294403893,-0.9392832255430755
126046,Female,Loyal Customer,32,Business travel,Business,468,1,1,1,1,4,4,4,4,5,5,5,5,4,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08860502838605028,-0.7204102103038322
48338,Male,disloyal Customer,23,Business travel,Eco,522,5,5,5,5,5,5,2,5,2,2,4,1,3,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.09955393349553933,-0.6661939588225518
22117,Male,Loyal Customer,48,Business travel,Business,3497,0,1,1,1,5,5,5,3,3,4,4,1,3,1,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.702757502027575,2.320719895933176
59909,Female,Loyal Customer,22,Business travel,Business,3907,5,5,2,5,3,3,3,3,5,2,4,3,4,3,1,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.7858880778588808,2.732361805328083
114317,Female,Loyal Customer,52,Personal Travel,Eco,846,4,3,4,1,2,3,2,5,5,4,5,2,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16524736415247365,-0.3408964499348692
8674,Male,Loyal Customer,48,Business travel,Business,227,1,1,1,1,2,4,4,5,5,5,5,3,5,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.039740470397404706,-0.9623753326554727
46301,Male,Loyal Customer,39,Business travel,Eco Plus,533,5,1,1,1,5,5,5,5,4,1,4,3,5,5,39,41.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.10178426601784266,-0.6551499075948836
16141,Female,Loyal Customer,47,Business travel,Business,277,3,3,3,3,4,4,4,4,4,5,5,4,3,4,157,143.0,satisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.049878345498783457,-0.9121750998024353
76767,Female,Loyal Customer,40,Business travel,Business,1742,2,2,2,2,2,5,4,5,5,5,5,4,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.34691808596918083,0.5586917227915618
69900,Male,Loyal Customer,34,Business travel,Business,1671,3,3,3,3,4,5,5,5,5,5,5,3,5,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.33252230332522303,0.48740739214024864
15036,Male,Loyal Customer,35,Business travel,Business,3454,1,1,1,1,5,4,3,5,5,5,5,5,5,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.6940389294403893,2.277547695679564
64880,Male,Loyal Customer,47,Business travel,Business,551,4,4,4,4,4,5,5,3,3,4,3,5,3,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10543390105433902,-0.6370778237677901
643,Female,Loyal Customer,60,Business travel,Business,3931,2,4,2,2,3,4,5,5,5,5,5,3,5,3,11,20.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.7907542579075426,2.756457917097541
17993,Female,Loyal Customer,29,Business travel,Business,332,1,1,1,1,5,5,5,5,5,1,4,3,3,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.06103000811030008,-0.8569548436640941
49078,Female,Loyal Customer,52,Business travel,Business,89,2,2,2,2,2,5,4,4,4,4,5,2,4,1,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.011759935117599351,-1.100927975329856
27229,Male,Loyal Customer,39,Business travel,Business,1024,2,2,2,2,1,3,1,2,2,2,2,4,2,1,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.201338199513382,-0.1621836209780559
81167,Female,Loyal Customer,37,Business travel,Business,196,5,5,5,5,5,5,3,4,4,5,4,1,4,2,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03345498783454988,-0.9934994770243559
122585,Male,Loyal Customer,44,Business travel,Business,728,1,1,1,1,3,5,5,4,4,4,4,4,4,5,35,15.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.1413219789132198,-0.45936899946803755
58624,Female,Loyal Customer,29,Business travel,Business,867,3,3,3,3,5,5,5,5,4,3,5,5,5,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16950527169505272,-0.3198123521365934
16471,Female,Loyal Customer,33,Business travel,Eco Plus,416,0,0,0,2,4,0,4,4,4,4,5,1,2,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.07806163828061638,-0.7726184524709911
86306,Female,disloyal Customer,22,Business travel,Eco,356,0,0,0,2,3,0,3,3,5,2,5,5,5,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.06589618815896188,-0.8328587318946361
126708,Female,Loyal Customer,48,Business travel,Business,2521,3,3,3,3,3,5,4,5,5,5,5,3,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5048661800486618,1.340811350641885
120715,Female,Loyal Customer,60,Business travel,Business,3014,4,4,4,4,5,4,4,5,5,5,5,5,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.6048256285482563,1.8357856465728344
59042,Male,Loyal Customer,54,Business travel,Business,1744,5,5,3,5,4,3,5,4,4,4,4,5,4,5,1,3.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.347323600973236,0.5606997321056832
74997,Male,Loyal Customer,20,Business travel,Business,2454,2,2,2,2,2,2,2,2,3,3,4,4,5,2,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4912814274128143,1.273543038618815
55275,Male,Loyal Customer,35,Personal Travel,Eco Plus,1839,5,4,5,2,4,5,4,4,4,4,3,3,5,4,0,2.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.36658556366585565,0.6560801745264544
49143,Male,Loyal Customer,44,Business travel,Business,373,3,2,3,3,3,4,1,3,3,3,3,5,3,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.06934306569343066,-0.8157906527246034
52578,Male,disloyal Customer,26,Business travel,Eco,119,5,0,5,3,2,5,2,2,5,2,5,5,4,2,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.017842660178426603,-1.0708078356180335
27675,Female,Loyal Customer,36,Business travel,Eco,1107,4,1,4,4,4,3,4,4,1,1,4,2,1,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.21816707218167072,-0.07885123444201372
76059,Male,disloyal Customer,24,Business travel,Eco,669,0,0,0,2,4,0,4,4,5,5,5,3,5,4,10,4.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.12935928629359286,-0.5186052742346218
107782,Female,Loyal Customer,31,Business travel,Business,666,4,4,4,4,2,2,2,2,4,3,4,4,4,2,7,27.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.12875101378751014,-0.521617288205804
44425,Female,Loyal Customer,49,Business travel,Business,542,5,5,5,5,2,5,2,5,5,5,5,4,5,5,6,34.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.10360908353609083,-0.6461138656813368
71751,Female,Loyal Customer,50,Business travel,Business,1723,2,2,2,2,5,4,5,5,5,5,5,4,5,5,19,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.34306569343065696,0.5396156343074076
96863,Female,Loyal Customer,61,Business travel,Business,705,3,3,3,3,5,2,1,5,5,5,5,2,5,1,5,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.13665855636658555,-0.4824611065804348
36769,Female,Loyal Customer,25,Business travel,Business,2704,1,1,1,1,4,4,4,5,2,5,3,4,5,4,0,1.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.541970802919708,1.5245442028840022
23658,Male,Loyal Customer,43,Business travel,Eco,196,4,2,2,2,4,4,4,4,3,1,2,3,1,4,0,3.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03345498783454988,-0.9934994770243559
56246,Male,Loyal Customer,39,Business travel,Business,2434,2,2,2,2,5,5,5,3,2,5,5,5,4,5,107,90.0,satisfied,"(-0.001, 101.1]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.48722627737226276,1.2534629454776
83811,Male,Loyal Customer,49,Business travel,Business,1816,2,2,4,2,2,5,4,5,5,5,5,5,5,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3619221411192214,0.6329880674140572
2652,Female,Loyal Customer,52,Business travel,Business,2817,4,4,4,4,3,4,5,4,4,4,4,5,4,3,28,27.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.564882400648824,1.637996729131867
42044,Female,Loyal Customer,59,Business travel,Business,2250,4,4,4,4,4,5,3,5,5,5,3,2,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.44991889699918897,1.0687260885784222
98705,Male,Loyal Customer,57,Business travel,Business,3387,5,5,5,5,4,4,5,4,4,4,4,3,4,5,14,21.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.6804541768045418,2.2102793836564936
66159,Female,Loyal Customer,37,Business travel,Business,1993,2,2,2,2,2,5,5,4,4,4,4,4,4,4,14,14.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.3978102189781022,0.8106968917138098
100200,Female,Loyal Customer,60,Business travel,Business,2777,5,3,5,5,4,4,5,4,4,4,4,3,4,3,57,58.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.556772100567721,1.5978365428494368
40091,Female,Loyal Customer,40,Business travel,Business,200,1,1,1,1,5,2,2,4,4,4,4,5,4,2,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03426601784266018,-0.989483458396113
21023,Male,Loyal Customer,35,Business travel,Eco,152,5,5,5,5,5,5,5,5,5,4,5,2,4,5,41,38.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.024533657745336578,-1.0376756819350288
64982,Male,Loyal Customer,56,Business travel,Business,3732,3,3,3,3,4,4,2,5,5,5,5,4,5,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.7504055150040552,2.556660990342452
111691,Male,Loyal Customer,51,Business travel,Business,3980,5,5,5,5,4,4,4,5,5,5,5,5,5,5,53,51.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.8006893755068938,2.8056541452935178
112407,Female,Loyal Customer,33,Business travel,Business,1862,2,2,2,2,3,4,5,4,4,5,4,3,4,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.37124898621248986,0.6791722816388517
2624,Female,Loyal Customer,48,Business travel,Business,2451,4,4,4,4,2,4,4,5,5,5,5,4,5,4,0,1.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4906731549067315,1.2705310246476327
78722,Female,Loyal Customer,46,Business travel,Business,1831,5,5,5,5,3,5,4,5,5,5,5,5,5,4,0,1.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.36496350364963503,0.6480481372699685
94169,Female,Loyal Customer,45,Business travel,Business,2747,3,3,3,3,3,5,4,5,5,5,5,3,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5506893755068938,1.5677164031376143
67592,Male,Loyal Customer,53,Business travel,Business,2350,3,2,3,3,2,4,5,4,4,4,4,3,4,3,15,18.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.4701946472019465,1.169126554284497
125607,Male,Loyal Customer,39,Business travel,Business,759,4,4,4,4,4,5,5,4,4,4,4,4,4,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.14760746147607462,-0.42824485509915433
113862,Male,Loyal Customer,43,Business travel,Business,963,4,4,4,4,3,5,4,4,4,4,4,4,4,1,2,3.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18896999188969993,-0.22342790505876156
90486,Female,Loyal Customer,38,Business travel,Business,1999,3,3,5,3,5,4,4,4,4,4,4,3,4,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.39902676399026765,0.8167209196561742
38024,Male,Loyal Customer,42,Business travel,Business,1867,2,2,2,2,1,5,3,4,4,4,4,1,4,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3722627737226277,0.6841923049241554
126983,Male,Loyal Customer,56,Business travel,Business,1623,5,5,3,5,4,5,5,5,5,5,5,3,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.32278994322789945,0.4392151686013327
30238,Male,Loyal Customer,60,Business travel,Eco,496,5,3,2,3,5,5,5,5,2,2,5,2,2,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.09428223844282238,-0.6922980799061312
126510,Male,Loyal Customer,34,Business travel,Eco Plus,1849,5,1,1,1,5,5,5,5,5,2,3,5,2,5,0,12.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.3686131386861314,0.6661202210970619
107643,Female,Loyal Customer,40,Business travel,Business,3474,1,1,1,1,3,5,4,4,4,4,4,3,4,5,53,53.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.6980940794809408,2.297627788820779
41199,Female,Loyal Customer,36,Business travel,Eco,1091,4,4,4,4,4,4,4,4,2,2,2,4,4,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.21492295214922952,-0.0949153089549857
46133,Male,Loyal Customer,48,Business travel,Eco,604,4,3,3,3,4,4,4,4,2,3,4,1,2,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11618004866180048,-0.5838655769435704
105113,Male,Loyal Customer,53,Business travel,Business,281,1,1,1,1,5,4,5,4,4,4,4,4,4,3,47,44.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.05068937550689376,-0.9081590811741923
62378,Female,Loyal Customer,18,Business travel,Business,2611,3,3,1,3,4,4,4,4,5,3,3,3,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5231143552311436,1.4311717697773525
39253,Female,Loyal Customer,40,Business travel,Business,3858,1,1,2,1,4,5,1,4,4,5,3,2,4,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.7759529602595296,2.6831655771321063
65208,Male,Loyal Customer,43,Business travel,Business,3514,1,1,2,1,3,5,4,5,5,5,5,4,5,3,16,13.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.7062043795620438,2.337787975103209
94260,Male,Loyal Customer,59,Business travel,Business,192,4,4,3,4,5,5,4,5,5,5,5,3,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03264395782643958,-0.9975154956525989
91707,Female,disloyal Customer,23,Business travel,Eco,588,5,5,5,2,3,5,3,3,4,3,4,4,5,3,0,2.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11293592862935929,-0.5999296514565424
38989,Male,Loyal Customer,40,Business travel,Business,113,5,5,5,5,1,3,4,4,4,4,5,3,4,1,0,4.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.01662611516626115,-1.0768318635603982
59877,Male,Loyal Customer,45,Business travel,Business,1798,5,5,5,5,5,5,4,5,5,5,5,4,5,3,4,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.35827250608272504,0.6149159835869638
54757,Female,Loyal Customer,24,Business travel,Eco Plus,965,5,3,3,3,5,5,5,5,3,1,1,1,1,5,19,5.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.18937550689375507,-0.22141989574464005
46622,Female,Loyal Customer,41,Business travel,Eco,125,2,1,1,1,2,2,2,2,4,4,3,5,2,2,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.019059205190592052,-1.064783807675669
30874,Male,Loyal Customer,15,Business travel,Business,1607,4,4,4,4,5,5,5,5,4,2,5,1,3,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3195458231954582,0.4231510940883607
55002,Male,Loyal Customer,40,Business travel,Business,1379,3,3,3,3,2,5,4,3,3,3,3,3,3,5,4,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.2733171127331711,0.19423803227850997
52737,Female,Loyal Customer,44,Business travel,Eco,2306,4,5,5,5,4,5,1,4,4,4,4,2,4,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.46127331711273317,1.1249503493738242
45531,Female,Loyal Customer,40,Business travel,Business,566,5,5,5,5,1,2,1,5,5,5,5,2,5,5,0,10.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.10847526358475264,-0.6220177539118789
1790,Female,disloyal Customer,27,Business travel,Business,500,4,5,5,4,3,5,3,3,3,2,5,5,4,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.09509326845093269,-0.6882820612778883
127207,Male,Loyal Customer,44,Business travel,Eco Plus,338,4,2,3,2,4,4,4,4,5,1,3,5,3,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.062246553122465534,-0.8509308157217296
89329,Female,Loyal Customer,44,Business travel,Business,1587,5,5,5,5,5,3,4,4,4,4,4,3,4,3,7,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.31549067315490675,0.4030710009471457
13481,Male,Loyal Customer,30,Business travel,Business,3142,3,3,3,3,4,4,5,4,5,2,5,3,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.6307785888077859,1.9642982426766102
121771,Female,Loyal Customer,41,Business travel,Business,2539,1,1,1,1,5,4,4,4,4,4,4,4,4,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5085158150851582,1.3588834344689786
36012,Male,Loyal Customer,36,Business travel,Eco,413,4,2,2,2,4,4,4,4,5,2,3,5,4,4,56,52.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.07745336577453366,-0.7756304664421734
59712,Female,Loyal Customer,56,Business travel,Business,787,4,1,4,4,4,5,4,4,4,4,4,4,4,5,0,6.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.15328467153284672,-0.40013272470145334
39719,Female,Loyal Customer,72,Business travel,Business,3637,3,3,4,3,4,4,5,5,5,5,4,4,5,1,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.7311435523114356,2.461280547921681
119639,Female,Loyal Customer,58,Business travel,Business,507,4,4,4,4,5,5,4,5,5,5,5,5,5,3,1,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.09651257096512571,-0.6812540286784631
128305,Female,Loyal Customer,52,Business travel,Business,1750,3,3,3,3,2,4,5,4,4,4,4,5,4,3,0,4.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.34854014598540145,0.5667237600480478
127899,Male,Loyal Customer,41,Business travel,Business,1671,1,1,2,1,3,5,5,5,5,5,5,5,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.33252230332522303,0.48740739214024864
95732,Male,Loyal Customer,55,Business travel,Business,237,2,2,2,2,4,5,4,4,4,4,4,4,4,3,3,1.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.041768045417680456,-0.9523352860848652
92152,Female,Loyal Customer,25,Business travel,Business,1532,1,1,2,1,5,5,5,5,4,5,4,4,5,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.30433901054339013,0.34785074480880457
104205,Male,Loyal Customer,23,Business travel,Business,2704,4,4,4,4,5,5,5,5,5,2,4,4,4,5,12,15.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.541970802919708,1.5245442028840022
100607,Male,Loyal Customer,55,Business travel,Business,1670,5,5,5,5,2,2,2,4,5,4,4,2,5,2,144,139.0,satisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.33231954582319545,0.4864033874831879
