id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Arrival Delay in Minutes_width_bin,Departure Delay in Minutes_width_bin,Arrival Delay in Minutes_depth_bin,Departure Delay in Minutes_depth_bin,flight_distance_minmax,flight_distance_zscore,age_category,satisfaction_bin
129300,Female,Loyal Customer,50,Business travel,Business,2475,3,3,3,3,5,3,5,5,5,5,5,4,5,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4955393349553934,1.2946271364170907,Late Middle Age,1
105999,Male,Loyal Customer,52,Business travel,Business,1999,4,4,4,4,3,4,4,4,4,4,4,5,4,3,24,16.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.39902676399026765,0.8167209196561742,Late Middle Age,1
45676,Female,Loyal Customer,45,Business travel,Eco,826,5,1,1,1,5,5,2,5,5,5,5,1,5,5,100,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(19.0, 1017.0]",0.16119221411192214,-0.3609765430760841,Late Middle Age,1
19397,Male,Loyal Customer,49,Business travel,Eco,261,4,4,4,4,4,4,4,4,3,4,5,1,1,4,41,43.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.04663422546634226,-0.9282391743154073,Late Middle Age,1
113172,Male,Loyal Customer,25,Personal Travel,Eco,889,4,4,4,3,2,4,2,2,4,5,5,3,5,2,9,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.17396593673965938,-0.297724249681257,Early Adulthood,1
581,Male,disloyal Customer,25,Business travel,Business,164,4,0,4,4,5,4,1,5,5,5,4,4,5,5,47,57.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.02696674776966748,-1.0256276260503,Early Adulthood,1
48144,Male,Loyal Customer,32,Business travel,Eco,259,5,3,3,3,5,5,5,5,1,3,2,3,3,5,61,55.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.046228710462287104,-0.9302471836295287,Early Adulthood,1
53391,Male,Loyal Customer,40,Business travel,Eco Plus,1452,5,1,1,1,5,5,5,5,1,3,2,5,4,5,0,16.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.28811841038118413,0.26753037224394466,Early Middle Age,1
128415,Male,Loyal Customer,49,Business travel,Business,3587,5,5,5,5,5,4,4,4,4,4,4,5,4,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.7210056772100568,2.4110803150686433,Late Middle Age,1
90651,Female,Loyal Customer,57,Business travel,Business,240,2,2,2,2,4,4,5,5,5,5,5,3,5,3,0,5.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.04237631792376318,-0.949323272113683,Late Middle Age,1
81104,Female,Loyal Customer,28,Business travel,Business,3193,5,5,5,5,4,4,4,4,5,5,5,5,4,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.6411192214111923,2.0155024801867083,Early Adulthood,1
15070,Female,Loyal Customer,23,Business travel,Eco Plus,488,4,5,5,5,4,5,4,4,5,4,1,5,1,4,0,62.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.09266017842660178,-0.7003301171626173,Early Adulthood,1
56574,Female,Loyal Customer,40,Business travel,Business,1837,4,4,4,4,4,4,5,4,4,4,4,5,4,4,44,23.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.3661800486618005,0.6540721652123329,Early Middle Age,1
66649,Male,Loyal Customer,41,Business travel,Business,802,3,3,3,3,3,5,4,4,4,4,4,5,4,5,83,92.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.15632603406326034,-0.3850726548455421,Early Middle Age,1
63495,Male,Loyal Customer,48,Business travel,Business,2018,4,4,4,4,5,3,4,4,4,4,4,3,4,4,27,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(19.0, 1017.0]",0.4028791565287916,0.8357970081403285,Late Middle Age,1
114807,Male,Loyal Customer,16,Business travel,Business,3104,2,2,5,2,5,5,5,5,4,3,5,5,5,5,0,3.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.6230738037307381,1.9261460657083018,Young,1
99567,Male,Loyal Customer,59,Business travel,Business,2270,5,5,5,5,2,5,4,2,2,2,2,3,2,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4539740470397405,1.0888061817196373,Late Middle Age,1
46030,Female,Loyal Customer,65,Business travel,Eco,964,4,2,2,2,1,5,5,4,4,4,4,2,4,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18917274939172748,-0.22242390040170082,Late Adulthood,1
47009,Female,Loyal Customer,28,Business travel,Business,3528,2,2,2,2,5,5,5,5,5,5,2,4,1,5,5,13.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.7090429845904298,2.3518440403020593,Early Adulthood,1
111000,Female,Loyal Customer,53,Business travel,Business,2022,1,1,1,1,3,4,4,4,4,4,4,3,4,5,0,4.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.40369018653690186,0.8398130267685715,Late Middle Age,1
35015,Female,Loyal Customer,21,Business travel,Business,740,3,3,3,3,5,5,5,5,2,1,5,4,3,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.1437550689375507,-0.44732094358330854,Young,1
84258,Male,Loyal Customer,52,Business travel,Business,1631,4,4,4,4,3,5,5,5,5,5,5,5,5,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.32441200324412,0.4472472058578187,Late Middle Age,1
35099,Female,Loyal Customer,45,Business travel,Eco,1069,4,5,5,5,2,4,5,4,4,4,4,4,4,5,0,27.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.21046228710462286,-0.11700341141032218,Late Middle Age,1
19967,Male,Loyal Customer,41,Business travel,Business,557,2,2,2,2,3,3,2,4,4,4,4,2,4,4,30,24.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.10665044606650446,-0.6310537958254255,Early Middle Age,1
3653,Male,Loyal Customer,42,Business travel,Business,431,4,4,4,4,3,4,5,4,4,4,4,5,4,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08110300081103,-0.7575583826150799,Early Middle Age,1
105488,Female,Loyal Customer,52,Business travel,Business,516,3,5,3,3,4,4,4,5,5,5,5,3,5,4,5,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.09833738848337388,-0.6722179867649163,Late Middle Age,1
78701,Male,Loyal Customer,50,Business travel,Business,1958,3,3,3,3,2,4,5,4,4,4,4,3,4,5,19,16.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.39071370640713704,0.7755567287166836,Late Middle Age,1
23998,Male,Loyal Customer,47,Business travel,Eco,427,4,3,4,4,4,4,4,4,4,5,1,1,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08029197080291971,-0.761574401243323,Late Middle Age,1
55593,Female,Loyal Customer,44,Business travel,Business,3466,5,5,5,5,3,4,5,4,4,4,4,3,4,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.6964720194647201,2.289595751564293,Early Middle Age,1
52543,Female,Loyal Customer,49,Business travel,Eco,160,4,1,1,1,4,4,2,3,3,4,3,2,3,2,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.026155717761557177,-1.0296436446785429,Late Middle Age,1
123542,Female,Loyal Customer,53,Business travel,Business,273,4,4,4,4,5,4,4,4,4,4,4,4,4,5,0,5.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.049067315490673155,-0.9161911184306782,Late Middle Age,1
22575,Male,Loyal Customer,51,Business travel,Business,3358,0,0,0,3,2,5,3,4,4,4,4,1,4,3,31,24.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.6745742092457421,2.181163248601732,Late Middle Age,1
72814,Female,Loyal Customer,42,Business travel,Eco Plus,645,3,5,5,5,1,4,2,3,3,3,3,5,3,1,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.12449310624493107,-0.5427013860040797,Early Middle Age,1
62505,Male,Loyal Customer,53,Business travel,Business,1723,2,2,2,2,3,4,4,4,4,4,4,5,4,4,5,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.34306569343065696,0.5396156343074076,Late Middle Age,1
73955,Male,Loyal Customer,70,Personal Travel,Eco,2267,4,5,4,2,3,4,3,3,3,3,5,4,4,3,0,4.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.45336577453365773,1.085794167748455,Late Adulthood,1
66809,Male,Loyal Customer,51,Business travel,Business,731,2,2,2,2,5,5,5,4,4,3,4,3,4,3,12,15.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.14193025141930252,-0.45635698549685527,Late Middle Age,1
104207,Female,Loyal Customer,40,Business travel,Business,680,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.13158961881589618,-0.5075612230069535,Early Middle Age,1
123055,Female,Loyal Customer,45,Business travel,Business,507,4,4,4,4,4,5,5,5,5,5,5,4,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.09651257096512571,-0.6812540286784631,Late Middle Age,1
6558,Male,Loyal Customer,56,Business travel,Business,3255,3,3,3,3,2,4,4,5,5,5,5,5,5,4,22,15.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.6536901865369019,2.0777507689244747,Late Middle Age,1
50803,Female,Loyal Customer,43,Personal Travel,Eco,209,4,5,4,4,1,4,4,2,2,4,2,5,2,1,0,1.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.036090835360908353,-0.9804474164825662,Early Middle Age,1
3986,Male,Loyal Customer,46,Business travel,Business,419,4,4,4,4,4,5,4,5,5,5,5,3,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.0786699107866991,-0.7696064384998089,Late Middle Age,1
98562,Male,Loyal Customer,9,Personal Travel,Business,834,5,5,5,4,3,5,3,3,5,5,4,5,5,3,6,3.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.16281427412814273,-0.35294450581959813,Young,1
28434,Female,Loyal Customer,50,Business travel,Eco,2496,5,1,1,1,5,5,5,1,5,4,5,5,2,5,35,58.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.4997972424979724,1.3157112342153665,Late Middle Age,1
80803,Female,Loyal Customer,54,Business travel,Business,484,1,1,1,1,3,4,5,4,4,4,4,4,4,3,16,8.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.09184914841849148,-0.7043461357908603,Late Middle Age,1
70287,Male,Loyal Customer,53,Business travel,Business,2634,5,5,1,5,4,4,4,3,3,4,3,4,3,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5277777777777778,1.4542638768897498,Late Middle Age,1
49823,Male,Loyal Customer,48,Business travel,Eco,447,4,1,1,1,4,4,4,4,4,4,4,5,4,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08434712084347121,-0.7414943081021079,Late Middle Age,1
7813,Female,Loyal Customer,26,Business travel,Business,650,5,5,5,5,5,5,5,5,3,4,4,4,4,5,0,2.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.12550689375506893,-0.537681362718776,Early Adulthood,1
12286,Male,Loyal Customer,38,Business travel,Eco,201,3,5,5,5,3,3,3,3,5,5,2,5,1,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03446877534468775,-0.9884794537390522,Early Middle Age,1
9527,Female,Loyal Customer,48,Business travel,Business,2738,0,0,0,3,2,5,5,4,4,4,4,4,4,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5488645579886455,1.5586803612240676,Late Middle Age,1
48047,Male,Loyal Customer,47,Business travel,Eco,677,4,5,5,5,3,4,3,3,2,1,5,2,2,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.13098134630981345,-0.5105732369781357,Late Middle Age,1
41330,Female,disloyal Customer,22,Business travel,Eco,689,4,4,4,4,3,4,3,3,4,1,3,5,3,3,7,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.13341443633414438,-0.49852518109340677,Early Adulthood,1
43211,Male,Loyal Customer,45,Business travel,Business,472,5,5,5,5,4,5,5,5,5,5,5,3,5,4,26,63.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.08941605839416059,-0.7163941916755893,Late Middle Age,1
114839,Female,Loyal Customer,53,Business travel,Business,480,3,3,3,3,4,4,4,4,4,4,4,5,4,4,8,1.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.09103811841038119,-0.7083621544191032,Late Middle Age,1
108978,Female,Loyal Customer,22,Business travel,Business,972,4,4,4,4,2,2,2,2,3,4,4,5,5,2,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.1907948094079481,-0.21439186314521483,Early Adulthood,1
60693,Male,Loyal Customer,51,Business travel,Business,1605,4,4,4,4,2,5,4,5,5,4,5,5,5,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3191403081914031,0.42114308477423923,Late Middle Age,1
77065,Female,Loyal Customer,44,Business travel,Business,991,3,3,3,3,5,5,4,4,4,4,4,3,4,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.19464720194647203,-0.1953157746610606,Early Middle Age,1
49328,Female,Loyal Customer,28,Business travel,Business,158,1,1,1,1,4,4,4,4,4,5,1,1,3,4,5,4.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.025750202757502026,-1.0316516539926643,Early Adulthood,1
16565,Female,Loyal Customer,44,Business travel,Eco,872,5,4,4,4,4,1,1,5,5,5,5,2,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.1705190592051906,-0.3147923288512897,Early Middle Age,1
74026,Female,Loyal Customer,25,Business travel,Business,1471,5,5,5,5,4,4,4,4,5,2,5,4,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.291970802919708,0.28660646072809887,Early Adulthood,1
97869,Male,Loyal Customer,51,Business travel,Business,2520,3,3,3,3,4,5,4,3,3,4,3,5,3,3,4,2.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.5046634225466342,1.3398073459848243,Late Middle Age,1
21629,Female,Loyal Customer,44,Personal Travel,Eco,780,4,5,4,4,3,5,5,4,4,4,4,4,4,3,53,31.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.1518653690186537,-0.4071607573008786,Early Middle Age,1
36983,Male,Loyal Customer,46,Business travel,Eco,759,4,3,3,3,4,4,4,4,1,1,3,2,1,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.14760746147607462,-0.42824485509915433,Late Middle Age,1
18523,Male,Loyal Customer,50,Business travel,Business,2085,2,2,2,2,5,4,4,5,5,5,4,5,5,1,63,65.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.4164639091646391,0.9030653201633987,Late Middle Age,1
94322,Male,Loyal Customer,58,Business travel,Business,3433,4,4,4,4,2,4,4,3,3,4,3,5,3,4,59,60.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.6897810218978102,2.256463597881288,Late Middle Age,1
43125,Male,Loyal Customer,22,Business travel,Eco Plus,236,5,4,4,4,5,5,5,5,5,2,1,5,5,5,3,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.04156528791565288,-0.9533392907419259,Early Adulthood,1
42404,Male,Loyal Customer,43,Business travel,Eco Plus,817,5,3,5,5,5,5,5,5,2,3,5,2,4,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.15936739659367397,-0.3700125849896309,Early Middle Age,1
60861,Male,Loyal Customer,34,Business travel,Business,1491,5,5,5,5,2,4,4,4,4,4,4,5,4,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.2960259529602595,0.3066865538693138,Early Adulthood,1
2516,Male,Loyal Customer,55,Business travel,Business,181,3,3,5,3,3,5,4,5,5,5,4,5,5,5,0,9.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.030413625304136254,-1.008559546880267,Late Middle Age,1
94321,Male,Loyal Customer,49,Business travel,Business,2725,1,1,3,1,2,5,5,4,4,4,4,5,4,3,68,61.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.5462287104622872,1.545628300682278,Late Middle Age,1
32261,Female,Loyal Customer,43,Business travel,Business,101,1,1,1,1,4,5,5,4,4,4,3,3,4,4,5,13.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.014193025141930252,-1.088879919445127,Early Middle Age,1
96195,Female,Loyal Customer,50,Business travel,Business,2875,2,2,4,2,5,4,4,5,5,4,5,5,5,5,2,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5766423357664233,1.6962289992413901,Late Middle Age,1
17042,Female,Loyal Customer,27,Business travel,Business,3497,1,1,1,1,4,4,4,4,2,2,4,3,3,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.702757502027575,2.320719895933176,Early Adulthood,1
3602,Male,Loyal Customer,21,Personal Travel,Eco,999,5,1,5,1,1,5,1,1,1,3,1,3,2,1,7,43.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.19626926196269262,-0.1872837374045746,Young,1
119184,Female,disloyal Customer,22,Business travel,Business,257,5,5,5,4,2,5,2,2,5,3,5,3,5,2,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.045823195458231956,-0.9322551929436502,Early Adulthood,1
31741,Male,Loyal Customer,39,Business travel,Eco Plus,846,4,4,2,4,4,4,4,4,3,2,4,5,1,4,22,12.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.16524736415247365,-0.3408964499348692,Early Middle Age,1
13289,Female,Loyal Customer,30,Business travel,Eco Plus,657,3,1,1,1,5,5,5,5,4,2,5,1,5,5,85,74.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.12692619626926196,-0.5306533301193507,Early Adulthood,1
87031,Female,Loyal Customer,51,Business travel,Business,640,2,2,5,2,3,4,4,3,3,4,3,4,3,4,28,20.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.12347931873479319,-0.5477214092893834,Late Middle Age,1
61641,Male,disloyal Customer,17,Business travel,Eco,1235,2,2,2,3,4,2,4,4,5,5,5,5,5,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.2441200324412003,0.04966136166176213,Young,1
27661,Male,Loyal Customer,35,Business travel,Business,1107,3,3,3,3,1,5,1,4,4,5,4,4,4,1,0,10.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.21816707218167072,-0.07885123444201372,Early Middle Age,1
92334,Female,Loyal Customer,58,Business travel,Business,2486,5,5,5,5,3,4,5,4,4,4,4,4,4,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4977696674776967,1.3056711876447589,Late Middle Age,1
39556,Male,Loyal Customer,25,Business travel,Business,954,4,4,4,4,4,4,4,4,1,3,5,3,5,4,1,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18714517437145176,-0.2324639469723083,Early Adulthood,1
52605,Female,Loyal Customer,47,Business travel,Business,2692,4,4,4,4,3,2,4,4,4,4,5,3,4,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5395377128953771,1.5124961469992733,Late Middle Age,1
27114,Female,Loyal Customer,24,Business travel,Business,2715,5,5,5,5,2,2,2,3,4,5,5,2,4,2,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5442011354420113,1.5355882541116703,Early Adulthood,1
112034,Male,Loyal Customer,27,Business travel,Business,3615,3,5,3,3,4,4,4,4,3,2,4,3,5,4,31,29.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.7266828872668288,2.4391924454663445,Early Adulthood,1
72605,Female,Loyal Customer,15,Personal Travel,Eco,964,5,5,5,3,5,5,3,5,4,4,4,3,5,5,5,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.18917274939172748,-0.22242390040170082,Young,1
110276,Male,Loyal Customer,60,Personal Travel,Business,925,4,3,4,1,2,3,4,4,4,4,4,1,4,4,80,69.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.18126520681265207,-0.26158008202707,Late Middle Age,1
123976,Male,disloyal Customer,59,Business travel,Business,184,4,4,4,3,1,4,1,1,4,5,4,5,4,1,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03102189781021898,-1.0055475329090848,Late Middle Age,1
90697,Male,Loyal Customer,34,Business travel,Business,1867,1,1,1,1,4,4,4,5,5,4,5,3,5,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3722627737226277,0.6841923049241554,Early Adulthood,1
54012,Female,Loyal Customer,57,Business travel,Eco,1091,4,4,4,4,3,5,3,4,4,4,4,5,4,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.21492295214922952,-0.0949153089549857,Late Middle Age,1
99607,Male,Loyal Customer,60,Business travel,Business,802,5,5,5,5,3,4,5,5,5,5,5,5,5,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.15632603406326034,-0.3850726548455421,Late Middle Age,1
63843,Female,Loyal Customer,23,Business travel,Business,1192,1,1,1,1,5,5,5,5,3,2,5,3,5,5,0,4.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.2354014598540146,0.006489161408149932,Early Adulthood,1
79527,Female,Loyal Customer,31,Business travel,Business,762,1,1,1,1,3,4,3,3,3,4,4,5,4,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.14821573398215734,-0.42523284112797205,Early Adulthood,1
69158,Female,Loyal Customer,40,Business travel,Business,2553,2,2,2,2,2,5,4,5,5,5,4,3,5,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5113544201135442,1.372939499667829,Early Middle Age,1
72177,Female,Loyal Customer,41,Business travel,Business,594,2,2,2,2,5,5,4,5,5,4,5,5,5,3,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11415247364152474,-0.5939056235141779,Early Middle Age,1
32766,Male,disloyal Customer,22,Business travel,Eco,163,4,4,4,1,4,4,3,4,4,5,2,4,3,4,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.0267639902676399,-1.0266316307073606,Early Adulthood,1
76743,Female,Loyal Customer,43,Business travel,Business,205,4,4,4,4,5,4,4,4,4,4,4,4,4,5,0,0.0,satisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03527980535279805,-0.9844634351108091,Early Middle Age,1
