id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
42985,Male,Loyal Customer,57,Business travel,Business,2009,3,3,3,3,2,2,2,5,5,5,4,4,5,4,29,26.0,satisfied
41608,Female,Loyal Customer,45,Personal Travel,Eco,1242,4,5,3,2,5,4,5,1,1,3,1,5,1,5,0,1.0,satisfied
124889,Female,Loyal Customer,43,Business travel,Business,728,3,3,3,3,3,5,5,4,4,4,4,3,4,3,0,0.0,satisfied
74226,Male,Loyal Customer,54,Business travel,Business,1007,3,3,3,3,4,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
38015,Male,Loyal Customer,50,Business travel,Eco,1249,5,1,1,1,5,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
114431,Male,Loyal Customer,50,Business travel,Business,1589,4,4,2,4,5,4,4,3,3,3,3,5,3,5,0,0.0,satisfied
115607,Male,disloyal Customer,61,Business travel,Business,337,2,2,2,2,5,2,5,5,4,2,4,3,4,5,119,109.0,satisfied
79757,Male,disloyal Customer,25,Business travel,Business,1089,0,0,0,4,1,0,5,1,3,3,4,3,4,1,5,0.0,satisfied
25367,Male,Loyal Customer,48,Business travel,Eco,591,3,3,3,3,3,3,3,3,1,1,1,4,4,3,35,86.0,satisfied
93196,Male,Loyal Customer,45,Business travel,Business,896,1,1,1,1,5,5,5,4,4,4,4,3,4,4,17,9.0,satisfied
6338,Male,Loyal Customer,59,Business travel,Business,315,4,4,4,4,4,4,4,4,4,4,4,4,4,4,62,68.0,satisfied
128552,Male,Loyal Customer,40,Business travel,Business,370,4,4,1,4,4,5,4,5,5,5,5,5,5,5,6,1.0,satisfied
51888,Male,Loyal Customer,27,Business travel,Business,2281,1,1,1,1,4,4,4,4,3,2,3,1,4,4,0,0.0,satisfied
79195,Male,Loyal Customer,57,Business travel,Business,1990,4,4,3,4,4,4,4,5,5,5,5,5,5,4,0,0.0,satisfied
92202,Female,Loyal Customer,46,Business travel,Business,1956,1,1,1,1,2,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
2641,Male,Loyal Customer,41,Business travel,Business,3906,3,3,3,3,4,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
68165,Female,disloyal Customer,25,Business travel,Business,603,4,4,5,4,5,5,5,5,3,4,5,5,5,5,0,0.0,satisfied
121974,Male,Loyal Customer,55,Business travel,Business,3664,2,2,2,2,2,4,5,5,5,5,4,3,5,3,88,91.0,satisfied
36608,Male,Loyal Customer,28,Business travel,Business,1091,2,2,2,2,4,4,4,4,5,2,2,2,5,4,0,0.0,satisfied
69256,Female,Loyal Customer,49,Business travel,Business,733,4,4,4,4,4,4,4,5,5,4,5,4,5,4,0,0.0,satisfied
129540,Male,Loyal Customer,31,Business travel,Business,2342,1,1,1,1,4,4,4,4,3,2,4,3,4,4,8,11.0,satisfied
7980,Male,Loyal Customer,43,Business travel,Business,1505,5,5,5,5,4,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
52764,Female,Loyal Customer,39,Business travel,Business,1874,1,1,1,1,4,5,2,5,5,5,5,4,5,3,41,26.0,satisfied
18485,Male,Loyal Customer,54,Business travel,Business,2497,5,5,5,5,4,5,5,5,5,5,5,5,5,5,0,6.0,satisfied
113424,Female,Loyal Customer,49,Business travel,Business,1904,1,1,1,1,2,5,5,5,5,5,5,4,5,3,3,0.0,satisfied
53160,Female,disloyal Customer,51,Business travel,Business,589,4,4,4,3,5,4,2,5,4,3,5,4,4,5,0,0.0,satisfied
27226,Female,Loyal Customer,35,Business travel,Business,2601,4,4,4,4,1,5,2,4,4,4,4,4,4,4,0,0.0,satisfied
3550,Female,Loyal Customer,45,Business travel,Business,227,5,5,5,5,3,4,4,5,5,5,5,4,5,4,38,36.0,satisfied
72888,Female,Loyal Customer,45,Business travel,Business,3979,2,2,2,2,5,4,4,3,3,3,3,5,3,3,0,0.0,satisfied
23354,Male,Loyal Customer,17,Personal Travel,Eco Plus,563,5,1,4,3,1,4,1,1,2,2,2,3,2,1,85,83.0,satisfied
25689,Female,Loyal Customer,49,Business travel,Eco,447,4,2,2,2,1,3,5,4,4,4,4,2,4,5,15,5.0,satisfied
117123,Female,Loyal Customer,62,Business travel,Business,325,4,4,4,4,2,2,4,5,5,5,5,2,5,4,11,11.0,satisfied
68871,Female,Loyal Customer,39,Business travel,Business,1061,5,5,5,5,5,5,5,1,1,2,1,3,1,4,0,0.0,satisfied
16350,Male,Loyal Customer,22,Personal Travel,Eco,160,5,4,0,3,4,0,4,4,5,3,4,5,5,4,14,11.0,satisfied
95698,Female,Loyal Customer,58,Business travel,Business,3834,0,1,1,5,3,4,4,2,2,2,2,3,2,4,15,7.0,satisfied
120918,Female,Loyal Customer,30,Business travel,Business,3719,5,5,5,5,5,5,5,5,5,5,4,4,5,5,29,,satisfied
86132,Male,Loyal Customer,56,Business travel,Business,226,0,0,0,2,4,4,4,4,4,4,4,4,4,5,0,3.0,satisfied
21977,Female,Loyal Customer,40,Personal Travel,Eco,551,4,2,4,3,5,4,4,5,1,5,4,3,3,5,0,9.0,satisfied
72417,Male,Loyal Customer,29,Business travel,Business,3868,5,5,5,5,4,4,4,4,3,2,4,3,4,4,0,0.0,satisfied
101079,Male,Loyal Customer,56,Business travel,Business,690,4,4,4,4,5,5,4,4,4,5,4,4,4,3,0,0.0,satisfied
57240,Female,Loyal Customer,68,Personal Travel,Business,804,4,2,4,3,1,3,3,4,4,4,4,1,4,4,0,0.0,satisfied
61839,Male,Loyal Customer,54,Business travel,Business,1379,1,1,1,1,2,4,4,4,4,4,4,3,4,5,4,0.0,satisfied
123656,Female,Loyal Customer,51,Business travel,Business,214,3,3,3,3,3,4,5,5,5,5,4,4,5,4,0,0.0,satisfied
10724,Female,Loyal Customer,57,Business travel,Business,2667,0,5,0,4,4,4,4,2,2,2,2,4,2,5,89,78.0,satisfied
5414,Male,Loyal Customer,57,Business travel,Business,2653,4,4,4,4,3,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
95478,Male,Loyal Customer,50,Business travel,Business,3077,4,4,4,4,5,5,4,4,4,4,4,3,4,4,5,0.0,satisfied
113582,Female,Loyal Customer,44,Business travel,Business,1712,5,5,5,5,1,3,1,5,5,5,5,5,5,5,17,4.0,satisfied
63137,Male,Loyal Customer,44,Business travel,Business,3381,3,3,3,3,4,4,5,5,5,5,5,5,5,5,14,15.0,satisfied
2259,Female,Loyal Customer,55,Business travel,Business,690,4,4,4,4,3,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
28679,Female,Loyal Customer,57,Business travel,Business,2797,1,1,1,1,5,5,5,2,5,4,4,5,1,5,0,0.0,satisfied
41532,Female,Loyal Customer,31,Business travel,Business,1504,5,5,5,5,5,5,5,5,3,5,2,2,5,5,61,57.0,satisfied
126125,Male,Loyal Customer,57,Business travel,Business,631,1,1,5,1,5,5,4,2,2,2,2,5,2,4,0,0.0,satisfied
76,Male,disloyal Customer,55,Business travel,Eco,108,5,0,4,5,4,4,5,4,5,2,5,4,2,4,0,0.0,satisfied
120863,Female,Loyal Customer,33,Business travel,Business,920,3,3,3,3,4,5,5,5,5,5,5,4,5,4,1,20.0,satisfied
77920,Male,Loyal Customer,47,Business travel,Business,2201,4,4,4,4,2,5,5,5,5,5,4,5,5,4,56,52.0,satisfied
56485,Male,Loyal Customer,32,Business travel,Business,746,2,4,2,2,5,5,5,5,1,4,1,2,2,5,0,0.0,satisfied
3327,Female,Loyal Customer,43,Business travel,Business,2374,1,1,1,1,2,5,4,4,4,4,4,3,4,3,18,13.0,satisfied
118864,Female,Loyal Customer,37,Personal Travel,Eco Plus,304,4,4,4,3,3,4,3,3,4,2,5,5,4,3,7,4.0,satisfied
81107,Female,Loyal Customer,53,Business travel,Business,1727,1,1,1,1,4,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
103158,Female,Loyal Customer,57,Business travel,Business,2383,1,1,1,1,4,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
34957,Female,Loyal Customer,57,Business travel,Eco Plus,187,4,4,4,4,1,3,4,4,4,4,4,4,4,2,0,0.0,satisfied
39103,Female,Loyal Customer,56,Business travel,Business,252,3,3,3,3,5,4,5,5,5,5,5,3,5,4,0,0.0,satisfied
48918,Male,Loyal Customer,35,Business travel,Business,3488,0,0,0,3,4,1,1,2,2,2,2,1,2,2,0,0.0,satisfied
95075,Female,Loyal Customer,19,Personal Travel,Eco,248,4,4,4,2,2,4,2,2,5,2,5,4,5,2,0,0.0,satisfied
64637,Female,Loyal Customer,51,Business travel,Business,224,2,2,2,2,2,5,5,4,4,4,4,5,4,5,12,0.0,satisfied
51348,Female,Loyal Customer,32,Business travel,Eco Plus,262,4,3,1,3,4,4,4,4,5,1,3,5,5,4,0,9.0,satisfied
44383,Female,Loyal Customer,53,Business travel,Business,323,2,2,2,2,2,5,4,4,4,4,4,3,4,3,0,1.0,satisfied
66876,Female,Loyal Customer,31,Business travel,Business,1119,3,3,3,3,5,5,5,5,3,2,4,5,4,5,19,16.0,satisfied
74413,Male,Loyal Customer,35,Business travel,Business,1438,5,5,5,5,2,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
84736,Male,Loyal Customer,45,Business travel,Business,534,5,5,5,5,5,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
59805,Female,Loyal Customer,42,Business travel,Business,2790,5,5,5,5,5,5,4,5,5,5,5,3,5,4,0,0.0,satisfied
107680,Male,Loyal Customer,35,Business travel,Business,2558,5,5,5,5,5,5,4,4,4,4,4,4,4,5,45,35.0,satisfied
29699,Male,Loyal Customer,60,Business travel,Business,1542,4,4,4,4,1,5,4,4,4,4,4,3,4,2,0,0.0,satisfied
8858,Female,Loyal Customer,53,Business travel,Business,3451,5,5,5,5,4,4,5,4,4,4,4,4,4,3,9,16.0,satisfied
84330,Female,Loyal Customer,31,Business travel,Business,606,3,5,3,3,5,5,5,5,3,3,5,3,4,5,1,0.0,satisfied
74439,Male,Loyal Customer,34,Business travel,Business,1242,5,5,5,5,4,4,4,3,3,3,3,4,3,3,0,0.0,satisfied
110324,Male,Loyal Customer,28,Business travel,Business,883,2,2,2,2,5,5,5,5,3,3,5,4,4,5,18,6.0,satisfied
49020,Male,disloyal Customer,26,Business travel,Eco,109,5,0,5,4,4,5,4,4,5,3,3,1,1,4,8,15.0,satisfied
19844,Male,Loyal Customer,38,Business travel,Eco,585,5,5,5,5,5,5,5,5,4,3,2,1,3,5,28,16.0,satisfied
54487,Male,Loyal Customer,34,Business travel,Business,3655,1,1,1,1,5,2,2,5,5,5,5,5,5,2,44,61.0,satisfied
96387,Male,Loyal Customer,41,Business travel,Business,1407,1,1,2,1,2,5,5,2,2,2,2,5,2,3,2,0.0,satisfied
77988,Female,Loyal Customer,39,Business travel,Business,1548,0,5,0,4,4,4,5,5,5,3,3,3,5,5,5,0.0,satisfied
117563,Male,Loyal Customer,42,Business travel,Business,347,1,1,1,1,2,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
34632,Male,Loyal Customer,36,Business travel,Business,2333,4,4,4,4,4,3,2,5,5,5,5,3,5,2,0,0.0,satisfied
103019,Female,disloyal Customer,17,Business travel,Business,490,4,0,4,5,4,4,4,4,3,3,5,4,4,4,0,0.0,satisfied
6364,Male,Loyal Customer,18,Business travel,Business,2336,2,2,4,2,4,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
43289,Male,Loyal Customer,31,Business travel,Business,1858,2,2,5,2,3,4,3,3,2,2,1,3,1,3,0,0.0,satisfied
121770,Male,Loyal Customer,35,Business travel,Business,1855,1,1,2,1,3,4,4,4,4,4,4,4,4,4,0,2.0,satisfied
75306,Female,Loyal Customer,44,Business travel,Business,2556,3,3,3,3,5,5,5,4,4,3,5,5,4,5,138,162.0,satisfied
72450,Male,Loyal Customer,51,Business travel,Business,918,4,4,4,4,5,4,4,5,5,5,5,5,5,5,0,0.0,satisfied
44566,Female,Loyal Customer,52,Business travel,Eco,157,5,4,4,4,3,3,4,3,3,5,3,2,3,1,0,0.0,satisfied
121418,Male,Loyal Customer,37,Business travel,Business,2023,1,1,2,1,4,5,4,5,5,5,5,3,5,4,0,1.0,satisfied
2823,Female,Loyal Customer,41,Business travel,Business,409,3,3,3,3,5,5,5,5,5,5,5,3,5,3,0,28.0,satisfied
84975,Female,Loyal Customer,39,Business travel,Business,1590,5,1,5,5,2,3,5,2,2,2,2,5,2,3,7,0.0,satisfied
41081,Female,Loyal Customer,57,Business travel,Eco,140,4,3,3,3,5,1,5,4,4,4,4,2,4,4,0,0.0,satisfied
97114,Male,Loyal Customer,35,Business travel,Business,2446,1,1,1,1,2,4,4,4,4,4,4,3,4,3,5,0.0,satisfied
42562,Female,Loyal Customer,61,Business travel,Eco Plus,226,5,3,3,3,4,2,1,5,5,5,5,1,5,5,6,17.0,satisfied
15863,Male,Loyal Customer,47,Business travel,Eco,241,4,1,1,1,4,4,4,4,4,2,3,4,4,4,0,0.0,satisfied
55503,Male,Loyal Customer,42,Business travel,Business,1739,3,3,3,3,4,4,4,3,3,3,3,5,3,5,3,0.0,satisfied
57382,Female,Loyal Customer,57,Business travel,Business,416,5,5,5,5,4,5,5,4,4,5,4,5,4,3,42,44.0,satisfied
94211,Female,Loyal Customer,58,Business travel,Business,1841,3,3,3,3,4,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
873,Female,Loyal Customer,35,Business travel,Business,3587,2,2,2,2,2,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
33606,Female,Loyal Customer,52,Business travel,Eco,399,4,4,4,4,1,1,4,4,4,4,4,4,4,5,0,0.0,satisfied
61452,Male,disloyal Customer,15,Business travel,Business,1039,0,0,0,3,5,0,5,5,4,5,4,4,4,5,4,0.0,satisfied
39644,Female,Loyal Customer,30,Business travel,Business,3877,4,4,4,4,4,4,4,4,2,2,2,4,3,4,0,0.0,satisfied
94200,Male,Loyal Customer,36,Business travel,Business,1516,5,5,5,5,3,4,4,5,5,5,5,3,5,5,38,15.0,satisfied
62711,Female,Loyal Customer,58,Business travel,Business,2399,2,5,2,2,3,5,4,5,5,5,5,5,5,5,2,0.0,satisfied
71492,Female,Loyal Customer,47,Business travel,Business,3740,3,3,5,3,4,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
63118,Female,Loyal Customer,42,Business travel,Business,2249,2,2,3,2,3,4,5,5,5,5,5,5,5,5,1,0.0,satisfied
83877,Male,Loyal Customer,45,Business travel,Business,1670,5,5,5,5,4,5,5,4,4,4,4,3,4,3,0,4.0,satisfied
7334,Male,Loyal Customer,35,Business travel,Business,606,4,4,4,4,2,5,4,4,4,4,4,4,4,4,34,28.0,satisfied
118299,Female,Loyal Customer,53,Business travel,Business,2759,3,3,3,3,2,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
101886,Female,Loyal Customer,28,Business travel,Business,2039,2,2,2,2,3,4,3,3,4,3,3,4,4,3,19,0.0,satisfied
90463,Male,Loyal Customer,41,Business travel,Business,581,4,4,4,4,3,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
64965,Female,disloyal Customer,41,Business travel,Business,224,3,3,3,4,3,2,2,1,4,4,5,2,2,2,262,256.0,satisfied
89754,Female,Loyal Customer,7,Personal Travel,Eco,944,5,1,4,4,1,4,1,1,3,3,3,3,3,1,0,0.0,satisfied
112470,Female,disloyal Customer,17,Business travel,Eco,967,5,5,5,5,1,5,1,1,4,2,4,4,1,1,32,19.0,satisfied
73280,Male,Loyal Customer,60,Business travel,Business,3177,1,1,1,1,5,5,5,5,5,5,5,3,5,4,0,4.0,satisfied
71232,Male,Loyal Customer,52,Business travel,Business,1602,1,1,1,1,4,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
108998,Female,Loyal Customer,41,Business travel,Business,3715,3,3,3,3,2,4,5,5,5,5,5,4,5,3,36,32.0,satisfied
55487,Male,Loyal Customer,51,Business travel,Business,1739,2,2,2,2,5,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
1961,Female,Loyal Customer,65,Business travel,Business,1888,5,3,5,5,2,1,2,4,4,4,4,3,4,3,1,2.0,satisfied
104316,Female,Loyal Customer,40,Business travel,Business,2782,4,4,4,4,5,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
114710,Female,Loyal Customer,39,Business travel,Business,2191,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,3.0,satisfied
48486,Female,Loyal Customer,49,Business travel,Business,848,5,5,2,5,1,1,5,4,4,4,4,3,4,2,0,0.0,satisfied
48905,Female,Loyal Customer,30,Business travel,Business,109,0,3,0,4,4,5,5,4,2,4,4,1,5,4,0,0.0,satisfied
92730,Male,Loyal Customer,47,Business travel,Business,1276,3,3,3,3,4,4,4,4,4,4,4,3,4,3,5,0.0,satisfied
82143,Male,Loyal Customer,55,Business travel,Business,2360,3,3,5,3,5,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
97481,Male,Loyal Customer,32,Business travel,Business,3493,4,4,4,4,4,4,4,4,3,2,4,3,5,4,65,62.0,satisfied
114176,Female,Loyal Customer,52,Business travel,Business,3461,3,3,2,3,5,5,5,3,3,3,3,5,3,3,1,0.0,satisfied
47227,Male,Loyal Customer,30,Business travel,Eco Plus,748,0,0,0,1,2,0,4,2,2,1,5,1,1,2,0,0.0,satisfied
6861,Male,disloyal Customer,23,Business travel,Eco,622,5,0,5,3,5,5,5,5,3,2,4,3,5,5,1,0.0,satisfied
94457,Female,Loyal Customer,44,Business travel,Business,2998,5,4,5,5,5,4,5,4,4,4,4,4,4,4,21,15.0,satisfied
125809,Male,Loyal Customer,39,Business travel,Business,3913,5,5,5,5,5,4,5,3,3,4,3,3,3,3,0,0.0,satisfied
125779,Female,Loyal Customer,31,Business travel,Business,3265,5,3,5,5,4,4,4,4,3,3,4,3,5,4,0,0.0,satisfied
111473,Male,Loyal Customer,43,Business travel,Business,3653,5,5,5,5,5,4,4,4,4,5,4,4,4,3,14,20.0,satisfied
41494,Male,Loyal Customer,45,Business travel,Business,715,2,2,2,2,4,2,5,4,4,4,4,4,4,2,0,17.0,satisfied
33839,Female,Loyal Customer,31,Business travel,Business,1562,1,1,1,1,4,4,4,4,1,3,5,1,4,4,3,0.0,satisfied
97804,Male,Loyal Customer,49,Business travel,Business,2398,3,3,3,3,2,4,4,5,5,5,5,5,5,4,21,17.0,satisfied
112170,Female,Loyal Customer,60,Personal Travel,Eco,895,0,1,0,3,4,3,4,2,2,0,2,4,2,1,10,2.0,satisfied
84752,Female,Loyal Customer,53,Business travel,Business,2077,4,4,4,4,4,4,5,3,3,4,3,3,3,5,19,13.0,satisfied
1463,Male,Loyal Customer,34,Business travel,Business,772,4,4,4,4,1,3,5,5,5,5,5,4,5,4,0,3.0,satisfied
101574,Female,Loyal Customer,43,Business travel,Business,2498,3,3,3,3,5,4,5,4,4,4,4,5,4,3,47,29.0,satisfied
35980,Female,Loyal Customer,49,Business travel,Eco,632,4,2,2,2,4,1,1,4,4,4,4,3,4,3,0,0.0,satisfied
120119,Female,Loyal Customer,62,Personal Travel,Eco,1576,0,4,0,3,2,3,4,3,3,0,2,1,3,4,0,0.0,satisfied
5783,Male,Loyal Customer,51,Business travel,Business,3790,4,4,4,4,5,4,4,4,4,4,4,5,4,3,9,11.0,satisfied
73716,Female,Loyal Customer,65,Business travel,Eco,192,5,2,2,2,1,5,5,5,5,5,5,1,5,4,0,0.0,satisfied
61367,Male,Loyal Customer,56,Personal Travel,Business,679,0,1,0,3,2,4,4,4,4,0,4,4,4,3,0,0.0,satisfied
3168,Female,Loyal Customer,39,Business travel,Business,1777,3,3,3,3,3,5,5,4,4,4,4,5,4,4,0,29.0,satisfied
58955,Male,Loyal Customer,53,Business travel,Business,1723,3,3,3,3,4,4,5,5,5,4,5,4,5,3,15,7.0,satisfied
46029,Male,Loyal Customer,50,Business travel,Business,996,4,4,5,4,3,4,3,3,3,5,3,4,3,3,10,14.0,satisfied
22763,Male,Loyal Customer,24,Business travel,Business,302,0,0,0,4,4,4,4,4,3,3,3,1,3,4,0,0.0,satisfied
91279,Female,Loyal Customer,31,Business travel,Business,2291,4,4,1,4,4,4,4,4,4,2,4,5,4,4,0,0.0,satisfied
90925,Male,Loyal Customer,39,Business travel,Eco,194,4,5,1,1,4,4,4,4,2,2,4,4,4,4,0,0.0,satisfied
99752,Female,Loyal Customer,13,Personal Travel,Eco,255,4,5,4,3,2,4,2,2,1,2,5,3,5,2,0,0.0,satisfied
95801,Female,Loyal Customer,32,Business travel,Business,2484,3,3,3,3,5,5,5,5,5,5,4,5,4,5,10,10.0,satisfied
90415,Female,Loyal Customer,28,Business travel,Business,3494,5,5,5,5,3,4,3,3,4,4,4,3,5,3,0,0.0,satisfied
128955,Male,Loyal Customer,59,Business travel,Business,414,2,2,3,2,5,5,4,5,5,5,5,5,5,4,1,0.0,satisfied
8452,Female,Loyal Customer,39,Business travel,Business,1379,4,4,4,4,3,4,5,4,4,4,4,4,4,4,11,0.0,satisfied
1846,Male,Loyal Customer,13,Personal Travel,Eco,408,5,5,5,2,5,5,5,5,5,5,5,5,5,5,13,1.0,satisfied
16048,Female,Loyal Customer,56,Business travel,Business,3653,5,2,5,5,3,5,4,4,4,4,4,5,4,4,0,0.0,satisfied
64928,Male,Loyal Customer,22,Business travel,Business,247,3,3,3,3,4,4,4,4,5,3,5,4,5,4,10,0.0,satisfied
20818,Female,Loyal Customer,30,Business travel,Business,1647,5,5,3,5,5,5,5,5,4,5,1,2,5,5,97,91.0,satisfied
101255,Female,Loyal Customer,47,Business travel,Business,2176,3,3,3,3,4,5,4,5,5,5,5,4,5,3,61,40.0,satisfied
52212,Male,Loyal Customer,57,Business travel,Eco,261,5,1,1,1,4,5,4,4,5,5,4,4,3,4,0,0.0,satisfied
118625,Female,disloyal Customer,40,Business travel,Business,621,4,4,4,3,3,4,3,3,4,5,5,5,4,3,0,0.0,satisfied
117135,Male,disloyal Customer,56,Personal Travel,Eco,369,0,2,0,4,3,0,3,3,1,5,3,3,4,3,0,0.0,satisfied
70568,Female,disloyal Customer,37,Business travel,Eco,858,4,3,3,4,3,3,3,3,2,2,1,4,1,3,0,3.0,satisfied
91767,Male,Loyal Customer,38,Business travel,Eco,190,4,5,4,5,4,4,4,4,1,5,4,4,1,4,5,5.0,satisfied
103641,Female,Loyal Customer,40,Business travel,Business,3517,3,4,3,3,4,5,4,3,3,4,3,4,3,4,0,2.0,satisfied
76706,Male,Loyal Customer,50,Personal Travel,Eco,547,5,2,5,4,5,5,5,5,3,2,2,1,3,5,0,0.0,satisfied
86803,Female,Loyal Customer,47,Business travel,Business,2854,2,2,2,2,5,5,4,5,5,5,5,4,5,4,10,1.0,satisfied
17368,Female,Loyal Customer,38,Business travel,Eco Plus,563,3,3,3,3,3,3,3,3,3,2,5,4,5,3,61,47.0,satisfied
55816,Female,Loyal Customer,60,Business travel,Business,1416,1,1,1,1,4,4,5,2,2,2,2,5,2,3,0,0.0,satisfied
41438,Female,Loyal Customer,25,Business travel,Eco Plus,563,5,2,2,2,5,5,5,5,1,3,4,4,2,5,6,6.0,satisfied
34656,Male,Loyal Customer,59,Business travel,Business,301,5,2,5,5,4,4,4,5,5,5,5,3,5,4,2,5.0,satisfied
3194,Male,Loyal Customer,39,Business travel,Eco,293,5,1,1,1,5,5,5,5,3,3,5,1,3,5,0,1.0,satisfied
125681,Male,Loyal Customer,47,Business travel,Business,814,5,5,5,5,4,5,5,4,4,4,4,3,4,5,47,45.0,satisfied
76120,Male,Loyal Customer,41,Business travel,Business,546,2,2,2,2,5,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
81792,Male,Loyal Customer,50,Business travel,Business,2679,2,1,2,2,3,5,5,4,4,4,4,3,4,5,0,0.0,satisfied
4110,Female,Loyal Customer,46,Business travel,Business,544,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,6.0,satisfied
120406,Male,disloyal Customer,39,Business travel,Business,337,5,5,5,3,3,5,3,3,5,2,5,3,5,3,0,0.0,satisfied
53930,Male,Loyal Customer,37,Business travel,Eco Plus,191,5,3,4,3,5,5,5,5,2,2,5,4,2,5,0,13.0,satisfied
92855,Male,Loyal Customer,22,Business travel,Business,2125,1,1,1,1,5,5,5,5,3,3,4,5,4,5,0,0.0,satisfied
117678,Male,Loyal Customer,36,Business travel,Business,2075,3,3,3,3,2,5,5,4,4,5,4,4,4,4,0,0.0,satisfied
31901,Male,Loyal Customer,41,Business travel,Business,3400,4,4,4,4,5,5,5,4,4,4,4,3,4,3,0,2.0,satisfied
102760,Male,Loyal Customer,48,Business travel,Business,1618,4,4,4,4,3,3,5,4,4,4,4,4,4,5,0,0.0,satisfied
24984,Male,disloyal Customer,42,Business travel,Eco,692,4,4,4,5,4,4,4,4,1,4,3,2,1,4,0,0.0,satisfied
89062,Male,Loyal Customer,47,Business travel,Business,1892,2,2,2,2,2,5,4,2,2,2,2,4,2,5,7,0.0,satisfied
32987,Female,Loyal Customer,48,Personal Travel,Eco,101,0,4,0,1,5,5,4,4,4,0,5,3,4,4,0,1.0,satisfied
16428,Female,Loyal Customer,51,Business travel,Eco,529,4,5,5,5,4,4,4,2,1,2,3,4,4,4,329,395.0,satisfied
83504,Male,Loyal Customer,42,Personal Travel,Eco,946,4,4,4,4,5,4,5,5,3,3,5,5,4,5,0,0.0,satisfied
53924,Male,Loyal Customer,35,Business travel,Eco Plus,140,5,3,3,3,5,4,5,5,1,5,4,3,5,5,0,0.0,satisfied
129632,Male,Loyal Customer,46,Business travel,Business,2358,1,1,1,1,3,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
12488,Female,Loyal Customer,33,Business travel,Eco Plus,127,4,2,2,2,4,4,4,4,5,2,1,4,3,4,15,19.0,satisfied
62596,Female,Loyal Customer,45,Business travel,Business,346,1,1,1,1,2,3,3,4,4,4,4,5,4,4,0,0.0,satisfied
74443,Male,Loyal Customer,25,Business travel,Business,1171,1,1,1,1,5,5,5,5,4,5,4,4,5,5,0,0.0,satisfied
120356,Male,Loyal Customer,42,Business travel,Business,449,5,5,5,5,4,4,5,3,3,3,3,3,3,3,47,44.0,satisfied
29907,Female,Loyal Customer,15,Business travel,Business,2669,0,3,0,4,4,4,3,4,1,1,3,2,4,4,0,0.0,satisfied
59246,Male,Loyal Customer,49,Business travel,Business,3801,1,1,1,1,5,5,5,5,5,4,5,5,3,5,39,25.0,satisfied
43520,Male,Loyal Customer,24,Business travel,Eco Plus,624,4,4,4,4,4,3,4,5,3,4,2,4,4,4,202,216.0,satisfied
7628,Female,Loyal Customer,43,Business travel,Business,641,3,3,3,3,3,5,5,4,4,4,4,4,4,4,15,5.0,satisfied
19530,Female,Loyal Customer,49,Business travel,Business,173,4,4,1,4,3,4,2,5,5,5,4,3,5,1,0,5.0,satisfied
118304,Male,Loyal Customer,45,Business travel,Business,602,1,1,2,1,4,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
35049,Male,Loyal Customer,31,Business travel,Business,1097,2,2,2,2,4,4,4,4,5,5,5,4,4,4,4,15.0,satisfied
59760,Female,Loyal Customer,40,Business travel,Business,895,1,1,1,1,3,5,5,5,5,4,5,4,5,5,0,2.0,satisfied
25271,Male,Loyal Customer,25,Business travel,Business,3681,3,3,3,3,4,4,4,4,4,5,5,1,1,4,0,0.0,satisfied
103012,Female,Loyal Customer,50,Business travel,Business,460,1,1,1,1,3,5,5,3,3,3,3,4,3,5,1,15.0,satisfied
123061,Male,disloyal Customer,66,Business travel,Business,468,5,5,5,5,2,5,2,2,3,2,5,4,5,2,0,0.0,satisfied
